Disc Threshold [V]	D2, v1J2, 08.12. First	D2, v1J2, 08.12. First
Dwell time [s]	25k shots	25k shots
Number of channels Number of Scans  D2 v 1 J 2 29.2V 3.28A Au 788C Knnew  ?C Kn  e-2mbar (base 1.5e-2) x=35mm y=35.5mm z=512mm D2/RGA 9.0e-10 torr (base 1.6e-11) 500: 9.3e-9 mbar		power corrected
64.7	0	0
64.72	5	1.81957561240608E-4
64.74	-1	-3.63915122481216E-5
64.76	5	1.81957561240608E-4
64.78	6	2.1834907348873E-4
64.8	0	0
64.82	-2	-7.27830244962433E-5
64.84	3	1.09174536744365E-4
64.86	6	2.1834907348873E-4
64.88	-1	-3.63915122481216E-5
64.9	2	7.27830244962433E-5
64.92	3	1.09174536744365E-4
64.94	3	1.09174536744365E-4
64.96	5	1.81957561240608E-4
64.98	2	7.27830244962433E-5
65	1	3.63915122481216E-5
65.02	1	3.63915122481216E-5
65.04	-6	-2.1834907348873E-4
65.06	3	1.09174536744365E-4
65.08	6	2.1834907348873E-4
65.1	7	2.54740585736851E-4
65.12	2	7.27830244962433E-5
65.14	3	1.09174536744365E-4
65.16	6	2.1834907348873E-4
65.18	4	1.45566048992487E-4
65.2	3	1.09174536744365E-4
65.22	-5	-1.81957561240608E-4
65.24	0	0
65.26	2	7.27830244962433E-5
65.28	2	7.27830244962433E-5
65.3	3	1.09174536744365E-4
65.32	2	7.27830244962433E-5
65.34	2	7.27830244962433E-5
65.36	1	3.63915122481216E-5
65.38	3	1.09174536744365E-4
65.4	-1	-3.63915122481216E-5
65.42	-2	-7.27830244962433E-5
65.44	2	7.27830244962433E-5
65.46	0	0
65.48	2	7.27830244962433E-5
65.5	-2	-7.27830244962433E-5
65.52	0	0
65.54	1	3.63915122481216E-5
65.56	1	3.63915122481216E-5
65.58	3	1.09174536744365E-4
65.6	1	3.63915122481216E-5
65.62	-4	-1.45566048992487E-4
65.64	2	7.27830244962433E-5
65.66	3	1.09174536744365E-4
65.68	6	2.1834907348873E-4
65.7	1	3.63915122481216E-5
65.72	2	7.27830244962433E-5
65.74	1	3.63915122481216E-5
65.76	2	7.27830244962433E-5
65.78	-2	-7.27830244962433E-5
65.8	1	3.63915122481216E-5
65.82	1	3.63915122481216E-5
65.84	0	0
65.86	2	7.27830244962433E-5
65.88	0	0
65.9	4	1.45566048992487E-4
65.92	0	0
65.94	-1	-3.63915122481216E-5
65.96	-1	-3.63915122481216E-5
65.98	1	3.63915122481216E-5
66	2	7.27830244962433E-5
66.02	1	3.63915122481216E-5
66.04	0	0
66.06	-2	-7.27830244962433E-5
66.08	-4	-1.45566048992487E-4
66.1	-5	-1.81957561240608E-4
66.12	-2	-7.27830244962433E-5
66.14	0	0
66.16	2	7.27830244962433E-5
66.18	-2	-7.27830244962433E-5
66.2	2	7.27830244962433E-5
66.22	1	3.63915122481216E-5
66.24	0	0
66.26	-11	-4.00306634729338E-4
66.28	-5	-1.81957561240608E-4
66.3	1	3.63915122481216E-5
66.32	4	1.45566048992487E-4
66.34	2	7.27830244962433E-5
66.36	1	3.63915122481216E-5
66.38	-1	-3.63915122481216E-5
66.4	1	3.63915122481216E-5
66.42	-2	-7.27830244962433E-5
66.44	3	1.09174536744365E-4
66.46	-1	-3.63915122481216E-5
66.48	0	0
66.5	2	7.27830244962433E-5
66.52	-2	-7.27830244962433E-5
66.54	0	0
66.56	2	7.27830244962433E-5
66.58	3	1.09174536744365E-4
66.6	-3	-1.09174536744365E-4
66.62	-5	-1.81957561240608E-4
66.64	-4	-1.45566048992487E-4
66.66	-2	-7.27830244962433E-5
66.68	-2	-7.27830244962433E-5
66.7	0	0
66.72	0	0
66.74	1	3.63915122481216E-5
66.76	0	0
66.78	-4	-1.45566048992487E-4
66.8	-1	-3.63915122481216E-5
66.82	1	3.63915122481216E-5
66.84	7	2.54740585736851E-4
66.86	2	7.27830244962433E-5
66.88	0	0
66.9	-1	-3.63915122481216E-5
66.92	3	1.09174536744365E-4
66.94	4	1.45566048992487E-4
66.96	-3	-1.09174536744365E-4
66.98	-2	-7.27830244962433E-5
67	-1	-3.63915122481216E-5
67.02	-2	-7.27830244962433E-5
67.04	-2	-7.27830244962433E-5
67.06	4	1.45566048992487E-4
67.08	2	7.27830244962433E-5
67.1	2	7.27830244962433E-5
67.12	-3	-1.09174536744365E-4
67.14	5	1.81957561240608E-4
67.16	1	3.63915122481216E-5
67.18	-6	-2.1834907348873E-4
67.2	-21	-7.64221757210554E-4
67.22	0	0
67.24	-2	-7.27830244962433E-5
67.26	0	0
67.28	1	3.63915122481216E-5
67.3	-8	-2.91132097984973E-4
67.32	-3	-1.09174536744365E-4
67.34	-3	-1.09174536744365E-4
67.36	-1	-3.63915122481216E-5
67.38	-1	-3.63915122481216E-5
67.4	-5	-1.81957561240608E-4
67.42	-1	-3.63915122481216E-5
67.44	0	0
67.46	0	0
67.48	-1	-3.63915122481216E-5
67.5	0	0
67.52	2	7.27830244962433E-5
67.54	3	1.09174536744365E-4
67.56	4	1.45566048992487E-4
67.58	4	1.45566048992487E-4
67.6	-1	-3.63915122481216E-5
67.62	-2	-7.27830244962433E-5
67.64	-3	-1.09174536744365E-4
67.66	-2	-7.27830244962433E-5
67.68	1	3.63915122481216E-5
67.7	0	0
67.72	0	0
67.74	0	0
67.76	2	7.27830244962433E-5
67.78	4	1.45566048992487E-4
67.8	0	0
67.82	-4	-1.45566048992487E-4
67.84	-4	-1.45566048992487E-4
67.86	-2	-7.27830244962433E-5
67.88	0	0
67.9	2	7.27830244962433E-5
67.92	-2	-7.27830244962433E-5
67.94	-1	-3.63915122481216E-5
67.96	-3	-1.09174536744365E-4
67.98	4	1.45566048992487E-4
68	4	1.45566048992487E-4
68.02	1	3.63915122481216E-5
68.04	-1	-3.63915122481216E-5
68.06	0	0
68.08	-6	-2.1834907348873E-4
68.1	0	0
68.12	-3	-1.09174536744365E-4
68.14	0	0
68.16	5	1.81957561240608E-4
68.18	-4	-1.45566048992487E-4
68.2	-3	-1.09174536744365E-4
68.22	2	7.27830244962433E-5
68.24	1	3.63915122481216E-5
68.26	0	0
68.28	-2	-7.27830244962433E-5
68.3	-2	-7.27830244962433E-5
68.32	-5	-1.81957561240608E-4
68.34	1	3.63915122481216E-5
68.36	4	1.45566048992487E-4
68.38	-2	-7.27830244962433E-5
68.4	2	7.27830244962433E-5
68.42	5	1.81957561240608E-4
68.44	1	3.63915122481216E-5
68.46	1	3.63915122481216E-5
68.48	-1	-3.63915122481216E-5
68.5	-2	-7.27830244962433E-5
68.52	-4	-1.45566048992487E-4
68.54	5	1.81957561240608E-4
68.56	2	7.27830244962433E-5
68.58	-4	-1.45566048992487E-4
68.6	5	1.81957561240608E-4
68.62	-2	-7.27830244962433E-5
68.64	0	0
68.66	1	3.63915122481216E-5
68.68	0	0
68.7	-2	-7.27830244962433E-5
68.72	-2	-7.27830244962433E-5
68.74	1	3.63915122481216E-5
68.76	5	1.81957561240608E-4
68.78	3	1.09174536744365E-4
68.8	1	3.63915122481216E-5
68.82	2	7.27830244962433E-5
68.84	0	0
68.86	0	0
68.88	-2	-7.27830244962433E-5
68.9	-4	-1.45566048992487E-4
68.92	-5	-1.81957561240608E-4
68.94	-3	-1.09174536744365E-4
68.96	2	7.27830244962433E-5
68.98	-3	-1.09174536744365E-4
69	-3	-1.09174536744365E-4
69.02	-8	-2.91132097984973E-4
69.04	-3	-1.09174536744365E-4
69.06	-1	-3.63915122481216E-5
69.08	2	7.27830244962433E-5
69.1	-1	-3.63915122481216E-5
69.12	4	1.45566048992487E-4
69.14	3	1.09174536744365E-4
69.16	1	3.63915122481216E-5
69.18	-2	-7.27830244962433E-5
69.2	-1	-3.63915122481216E-5
69.22	-2	-7.27830244962433E-5
69.24	3	1.09174536744365E-4
69.26	-3	-1.09174536744365E-4
69.28	-4	-1.45566048992487E-4
69.3	2	7.27830244962433E-5
69.32	1	3.63915122481216E-5
69.34	1	3.63915122481216E-5
69.36	2	7.27830244962433E-5
69.38	2	7.27830244962433E-5
69.4	-3	-1.09174536744365E-4
69.42	-5	-1.81957561240608E-4
69.44	-1	-3.63915122481216E-5
69.46	-3	-1.09174536744365E-4
69.48	-1	-3.63915122481216E-5
69.5	1	3.63915122481216E-5
69.52	-1	-3.63915122481216E-5
69.54	-1	-3.63915122481216E-5
69.56	-5	-1.81957561240608E-4
69.58	-7	-2.54740585736851E-4
69.6	-3	-1.09174536744365E-4
69.62	0	0
69.64	-3	-1.09174536744365E-4
69.66	2	7.27830244962433E-5
69.68	1	3.63915122481216E-5
69.7	-1	-3.63915122481216E-5
69.72	2	7.27830244962433E-5
69.74	0	0
69.76	-4	-1.45566048992487E-4
69.78	-3	-1.09174536744365E-4
69.8	-2	-7.27830244962433E-5
69.82	3	1.09174536744365E-4
69.84	-2	-7.27830244962433E-5
69.86	-4	-1.45566048992487E-4
69.88	-5	-1.81957561240608E-4
69.9	-5	-1.81957561240608E-4
69.92	-1	-3.63915122481216E-5
69.94	0	0
69.96	-1	-3.63915122481216E-5
69.98	5	1.81957561240608E-4
70	1	3.63915122481216E-5
70.02	-2	-7.27830244962433E-5
70.04	-3	-1.09174536744365E-4
70.06	-3	-1.09174536744365E-4
70.08	-2	-7.27830244962433E-5
70.1	-5	-1.81957561240608E-4
70.12	-3	-1.09174536744365E-4
70.14	-2	-7.27830244962433E-5
70.16	-6	-2.1834907348873E-4
70.18	-1	-3.63915122481216E-5
70.2	-1	-3.63915122481216E-5
70.22	2	7.27830244962433E-5
70.24	1	3.63915122481216E-5
70.26	0	0
70.28	-3	-1.09174536744365E-4
70.3	0	0
70.32	6	2.1834907348873E-4
70.34	0	0
70.36	-3	-1.09174536744365E-4
70.38	-3	-1.09174536744365E-4
70.4	-2	-7.27830244962433E-5
70.42	-2	-7.27830244962433E-5
70.44	-3	-1.09174536744365E-4
70.46	2	7.27830244962433E-5
70.48	3	1.09174536744365E-4
70.5	2	7.27830244962433E-5
70.52	0	0
70.54	-2	-7.27830244962433E-5
70.56	5	1.81957561240608E-4
70.58	6	2.1834907348873E-4
70.6	-3	-1.09174536744365E-4
70.62	-2	-7.27830244962433E-5
70.64	1	3.63915122481216E-5
70.66	2	7.27830244962433E-5
70.68	-2	-7.27830244962433E-5
70.7	3	1.09174536744365E-4
70.72	1	3.63915122481216E-5
70.74	2	7.27830244962433E-5
70.76	-5	-1.81957561240608E-4
70.78	-4	-1.45566048992487E-4
70.8	4	1.45566048992487E-4
70.82	5	1.81957561240608E-4
70.84	0	0
70.86	0	0
70.88	-1	-3.63915122481216E-5
70.9	1	3.63915122481216E-5
70.92	3	1.09174536744365E-4
70.94	-2	-7.27830244962433E-5
70.96	0	0
70.98	1	3.63915122481216E-5
71	0	0
71.02	-1	-3.63915122481216E-5
71.04	1	3.63915122481216E-5
71.06	-1	-3.63915122481216E-5
71.08	-4	-1.45566048992487E-4
71.1	-2	-7.27830244962433E-5
71.12	-1	-3.63915122481216E-5
71.14	2	7.27830244962433E-5
71.16	6	2.1834907348873E-4
71.18	5	1.81957561240608E-4
71.2	11	4.00306634729338E-4
71.22	3	1.09174536744365E-4
71.24	-3	-1.09174536744365E-4
71.26	-6	-2.1834907348873E-4
71.28	-5	-1.81957561240608E-4
71.3	-3	-1.09174536744365E-4
71.32	0	0
71.34	5	1.81957561240608E-4
71.36	7	2.54740585736851E-4
71.38	4	1.45566048992487E-4
71.4	-3	-1.09174536744365E-4
71.42	3	1.09174536744365E-4
71.44	-2	-7.27830244962433E-5
71.46	-4	-1.45566048992487E-4
71.48	3	1.09174536744365E-4
71.5	-1	-3.63915122481216E-5
71.52	0	0
71.54	6	2.1834907348873E-4
71.56	-4	-1.45566048992487E-4
71.58	-1	-3.63915122481216E-5
71.6	3	1.09174536744365E-4
71.62	2	7.27830244962433E-5
71.64	-3	-1.09174536744365E-4
71.66	-2	-7.27830244962433E-5
71.68	-5	-1.81957561240608E-4
71.7	-5	-1.81957561240608E-4
71.72	-3	-1.09174536744365E-4
71.74	0	0
71.76	0	0
71.78	-4	-1.45566048992487E-4
71.8	-3	-1.09174536744365E-4
71.82	-1	-3.63915122481216E-5
71.84	1	3.63915122481216E-5
71.86	1	3.63915122481216E-5
71.88	1	3.63915122481216E-5
71.9	4	1.45566048992487E-4
71.92	-2	-7.27830244962433E-5
71.94	0	0
71.96	-3	-1.09174536744365E-4
71.98	-11	-4.00306634729338E-4
72	-11	-4.00306634729338E-4
72.02	0	0
72.04	3	1.09174536744365E-4
72.06	8	2.91132097984973E-4
72.08	1	3.63915122481216E-5
72.1	2	7.27830244962433E-5
72.12	3	1.09174536744365E-4
72.14	-1	-3.63915122481216E-5
72.16	0	0
72.18	0	0
72.2	-1	-3.63915122481216E-5
72.22	2	7.27830244962433E-5
72.24	1	3.63915122481216E-5
72.26	-4	-1.45566048992487E-4
72.28	3	1.09174536744365E-4
72.3	-1	-3.63915122481216E-5
72.32	3	1.09174536744365E-4
72.34	-1	-3.63915122481216E-5
72.36	2	7.27830244962433E-5
72.38	-3	-1.09174536744365E-4
72.4	-7	-2.54740585736851E-4
72.42	-4	-1.45566048992487E-4
72.44	3	1.09174536744365E-4
72.46	5	1.81957561240608E-4
72.48	0	0
72.5	-3	-1.09174536744365E-4
72.52	-1	-3.63915122481216E-5
72.54	1	3.63915122481216E-5
72.56	5	1.81957561240608E-4
72.58	-1	-3.63915122481216E-5
72.6	-3	-1.09174536744365E-4
72.62	3	1.09174536744365E-4
72.64	2	7.27830244962433E-5
72.66	-5	-1.81957561240608E-4
72.68	-1	-3.63915122481216E-5
72.7	3	1.09174536744365E-4
72.72	4	1.45566048992487E-4
72.74	2	7.27830244962433E-5
72.76	5	1.81957561240608E-4
72.78	-3	-1.09174536744365E-4
72.8	-4	-1.45566048992487E-4
72.82	8	2.91132097984973E-4
72.84	8	2.91132097984973E-4
72.86	1	3.63915122481216E-5
72.88	0	0
72.9	0	0
72.92	-1	-3.63915122481216E-5
72.94	-1	-3.63915122481216E-5
72.96	-1	-3.63915122481216E-5
72.98	-5	-1.81957561240608E-4
73	0	0
73.02	2	7.27830244962433E-5
73.04	3	1.09174536744365E-4
73.06	2	7.27830244962433E-5
73.08	-2	-7.27830244962433E-5
73.1	3	1.09174536744365E-4
73.12	0	0
73.14	7	2.54740585736851E-4
73.16	1	3.63915122481216E-5
73.18	0	0
73.2	-1	-3.63915122481216E-5
73.22	-3	-1.09174536744365E-4
73.24	4	1.45566048992487E-4
73.26	-3	-1.09174536744365E-4
73.28	-3	-1.09174536744365E-4
73.3	-4	-1.45566048992487E-4
73.32	1	3.63915122481216E-5
73.34	-3	-1.09174536744365E-4
73.36	-3	-1.09174536744365E-4
73.38	3	1.09174536744365E-4
73.4	3	1.09174536744365E-4
73.42	-1	-3.63915122481216E-5
73.44	3	1.09174536744365E-4
73.46	1	3.63915122481216E-5
73.48	3	1.09174536744365E-4
73.5	10	3.63915122481216E-4
73.52	4	1.45566048992487E-4
73.54	1	3.63915122481216E-5
73.56	2	7.27830244962433E-5
73.58	0	0
73.6	-2	-7.27830244962433E-5
73.62	-2	-7.27830244962433E-5
73.64	4	1.45566048992487E-4
73.66	3	1.09174536744365E-4
73.68	2	7.27830244962433E-5
73.7	2	7.27830244962433E-5
73.72	1	3.63915122481216E-5
73.74	2	7.27830244962433E-5
73.76	-4	-1.45566048992487E-4
73.78	-3	-1.09174536744365E-4
73.8	0	0
73.82	-1	-3.63915122481216E-5
73.84	-2	-7.27830244962433E-5
73.86	-1	-3.63915122481216E-5
73.88	1	3.63915122481216E-5
73.9	-3	-1.09174536744365E-4
73.92	3	1.09174536744365E-4
73.94	0	0
73.96	1	3.63915122481216E-5
73.98	0	0
74	2	7.27830244962433E-5
74.02	2	7.27830244962433E-5
74.04	1	3.63915122481216E-5
74.06	3	1.09174536744365E-4
74.08	0	0
74.1	2	7.27830244962433E-5
74.12	0	0
74.14	2	7.27830244962433E-5
74.16	-1	-3.63915122481216E-5
74.18	-2	-7.27830244962433E-5
74.2	-4	-1.45566048992487E-4
74.22	-1	-3.63915122481216E-5
74.24	-3	-1.09174536744365E-4
74.26	-1	-3.63915122481216E-5
74.28	-2	-7.27830244962433E-5
74.3	-2	-7.27830244962433E-5
74.32	2	7.27830244962433E-5
74.34	1	3.63915122481216E-5
74.36	-2	-7.27830244962433E-5
74.38	-10	-3.63915122481216E-4
74.4	-1	-3.63915122481216E-5
74.42	-6	-2.1834907348873E-4
74.44	-3	-1.09174536744365E-4
74.46	0	0
74.48	-6	-2.1834907348873E-4
74.5	1	3.63915122481216E-5
74.52	3	1.09174536744365E-4
74.54	4	1.45566048992487E-4
74.56	1	3.63915122481216E-5
74.58	-1	-3.63915122481216E-5
74.6	-1	-3.63915122481216E-5
74.62	1	3.63915122481216E-5
74.64	1	3.63915122481216E-5
74.66	1	3.63915122481216E-5
74.68	0	0
74.7	2	7.27830244962433E-5
74.72	2	7.27830244962433E-5
74.74	-2	-7.27830244962433E-5
74.76	4	1.45566048992487E-4
74.78	-3	-1.09174536744365E-4
74.8	-2	-7.27830244962433E-5
74.82	-5	-1.81957561240608E-4
74.84	0	0
74.86	-2	-7.27830244962433E-5
74.88	2	7.27830244962433E-5
74.9	0	0
74.92	-1	-3.63915122481216E-5
74.94	0	0
74.96	0	0
74.98	0	0
